Date,Hour,DA_EC,DA_CC,DA_MLC,RT_LMP
9/15/2005,15,123.96,-8.71,1.44,110.61
9/15/2005,16,123.56,-8.33,1.43,112.58
9/15/2005,17,119.33,-5.4,1.4,117.12
9/15/2005,18,112.16,-0.69,1.32,141.76
9/15/2005,19,112.08,0.93,1.35,173.25
9/15/2005,20,111.42,0.36,1.33,137.53
9/15/2005,21,108.02,0.59,1.26,103.81
9/15/2005,22,98.33,0.1,1.13,97.44
9/15/2005,23,87.25,0,0.97,88.37
9/16/2005,0,89.91,0.19,1.03,91.34
9/16/2005,1,87.53,0.64,1.01,102.56
9/16/2005,2,86.23,0.9,1,114.26
9/16/2005,3,85.88,0.97,1,97
9/16/2005,4,87.42,0.66,1.03,98.81
9/16/2005,5,90.16,0.15,1.06,104.08
9/16/2005,6,91,-0.01,1.08,133.15
9/16/2005,7,103.77,0,1.23,124.19
9/16/2005,8,109.84,0,1.3,120.57
9/16/2005,9,110.57,0.87,1.31,129.29
9/16/2005,10,116.91,-2.42,1.39,132.74
9/16/2005,11,119.98,-4.24,1.43,145.32
9/16/2005,12,122.74,-7.43,1.47,116.17
9/16/2005,13,124.18,-7.9,1.48,115.98
9/16/2005,14,124.09,-7.72,1.47,116.24
9/16/2005,15,126.62,-7.58,1.51,116.88
9/16/2005,16,123.55,-7.3,1.47,116.18
9/16/2005,17,121.56,-7.36,1.46,114.77
9/16/2005,18,110.74,0.39,1.35,111.91
9/16/2005,19,113.01,0,1.39,114.8
9/16/2005,20,110.93,0.77,1.36,106.86
9/16/2005,21,109.73,0.36,1.34,92.75
9/16/2005,22,96.52,0.12,1.16,95.68
9/16/2005,23,90.83,0,1.11,94.23
9/17/2005,0,90.8,0.09,1.18,115.76
9/17/2005,1,87.85,0.73,1.14,116.72
9/17/2005,2,85.71,0.91,1.13,101.01
9/17/2005,3,83.13,0,1.07,107.69
9/17/2005,4,83.53,0,1.08,93.92
9/17/2005,5,85.07,0,1.1,94.33
9/17/2005,6,80.56,0,1.05,152.17
9/17/2005,7,87.84,0.04,1.12,91.01
9/17/2005,8,94.95,0.12,1.22,105.38
9/17/2005,9,105.38,0.25,1.36,132.24
9/17/2005,10,109.63,0.25,1.42,115.36
9/17/2005,11,110.19,0.22,1.4,115.98
9/17/2005,12,111.79,0.22,1.43,140.95
9/17/2005,13,107.65,0.15,1.36,162.66
9/17/2005,14,106.83,0.12,1.34,119.96
9/17/2005,15,105.75,0.09,1.33,120.24
9/17/2005,16,107.51,0.14,1.36,145.19
9/17/2005,17,106.85,0.17,1.37,183.46
9/17/2005,18,107.17,0.21,1.42,153.03
9/17/2005,19,112.84,0.57,1.49,169.44
9/17/2005,20,109.85,0.26,1.46,139.32
9/17/2005,21,101.59,0.19,1.32,134.92
9/17/2005,22,89.77,0.13,1.14,114.09
9/17/2005,23,89.71,0.12,1.21,92.16
9/18/2005,0,88.51,0.06,1.12,91.94
9/18/2005,1,85.73,0.93,1.09,88.5
9/18/2005,2,83.81,0,1.06,88.29
9/18/2005,3,79.44,0,0.98,80.73
9/18/2005,4,79.07,0,0.99,72.56
9/18/2005,5,77.71,0,0.96,43.95
9/18/2005,6,68.42,0,0.81,54.78
9/18/2005,7,70.93,0,0.82,48.71
9/18/2005,8,80.5,0,0.95,91.7
9/18/2005,9,88.46,0,1.05,117.97
9/18/2005,10,101.43,0.32,1.19,130.11
9/18/2005,11,101.13,0.3,1.19,112.56
9/18/2005,12,104.43,0.35,1.23,108.7
9/18/2005,13,104.96,0.39,1.23,116.02
9/18/2005,14,106.13,0.42,1.23,113.27
9/18/2005,15,106.53,0.42,1.23,106.14
9/18/2005,16,107.68,0,1.26,112.47
9/18/2005,17,108.96,0,1.29,117.53
9/18/2005,18,108.94,0,1.31,120.91
9/18/2005,19,114.06,0,1.37,128.39
9/18/2005,20,117.03,0.1,1.4,125.08
9/18/2005,21,100.99,0.31,1.19,103.73
9/18/2005,22,88.69,0.06,1.03,41.08
9/18/2005,23,89.32,0,1.09,45.75
9/19/2005,0,87.02,1.11,1.03,59.42
9/19/2005,1,84.89,1.29,1,84.93
9/19/2005,2,84.6,1.27,1,83.66
9/19/2005,3,81.54,1.58,0.95,70.76
9/19/2005,4,83.16,0,0.96,56.37
9/19/2005,5,88.01,0.05,1.01,51.03
9/19/2005,6,94.74,-6.62,1.11,83.84
9/19/2005,7,107.75,-4.59,1.3,85.06
9/19/2005,8,113.39,-4.84,1.39,89.18
9/19/2005,9,119.57,-5.3,1.46,108.54
9/19/2005,10,124.38,-4.77,1.51,99.26
9/19/2005,11,127.67,-5.72,1.55,103.37
9/19/2005,12,131.2,-6.08,1.59,106.87
9/19/2005,13,133.62,-6.62,1.61,118.45
9/19/2005,14,137.12,-7,1.65,123.53
9/19/2005,15,138.78,-6.9,1.66,124.62
9/19/2005,16,140.86,-7.19,1.69,121.39
9/19/2005,17,131.65,-2.22,1.56,105.88
9/19/2005,18,128.7,-6.43,1.55,109.85
9/19/2005,19,131.57,-6.41,1.6,138.17
9/19/2005,20,125.89,-3.48,1.52,110.58
9/19/2005,21,118.86,-4.7,1.43,96.94
9/19/2005,22,104.17,-5.95,1.23,91.59
9/19/2005,23,90.95,0.11,1.08,95.39
9/20/2005,0,90.66,0.4,1.03,94.31
9/20/2005,1,85.84,1.41,0.96,85.64
9/20/2005,2,82.17,0.34,0.93,80.77
9/20/2005,3,77.32,0.74,0.87,79.26
9/20/2005,4,81.83,0.34,0.93,89.09
9/20/2005,5,88.8,0.4,1.01,93.78
9/20/2005,6,97.94,-6.63,1.12,124.89
9/20/2005,7,110.83,-5.56,1.3,146.07
9/20/2005,8,119.41,-0.71,1.43,139.78
9/20/2005,9,124.51,-3.91,1.47,133.66
9/20/2005,10,134.39,-4.26,1.59,118.49
9/20/2005,11,140.83,-5.3,1.66,121.26
9/20/2005,12,140.72,-6.6,1.66,117.62
9/20/2005,13,142.28,-6.83,1.67,124.5
9/20/2005,14,147.45,-6.99,1.72,127.19
9/20/2005,15,146.73,-7.2,1.71,123.3
9/20/2005,16,144.67,-7.4,1.68,129.48
9/20/2005,17,141.65,-6.13,1.63,135.36
9/20/2005,18,132.83,-6.22,1.57,152.11
9/20/2005,19,137.21,-4.84,1.63,177.72
9/20/2005,20,127.66,-5.43,1.52,139.25
9/20/2005,21,119.89,-3.72,1.39,110.14
9/20/2005,22,110.46,-6.72,1.26,112.3
9/20/2005,23,102.43,-7.37,1.19,99.19
9/21/2005,0,92.72,0,1.03,103.05
9/21/2005,1,79.41,0,0.88,100.33
9/21/2005,2,78.7,0,0.84,98.22
9/21/2005,3,78.12,0,0.83,91.75
9/21/2005,4,78.69,0,0.85,97.82
9/21/2005,5,90.2,0,1.03,89.88
9/21/2005,6,104.3,-6.81,1.19,95.31
9/21/2005,7,119.44,-5.75,1.34,110.24
9/21/2005,8,125.65,-5.47,1.43,121.55
9/21/2005,9,130.3,-4.46,1.48,117.03
9/21/2005,10,136.7,-5.05,1.54,122.19
9/21/2005,11,135.03,-5.48,1.49,128.45
9/21/2005,12,132.07,-6.1,1.45,129.69
9/21/2005,13,137.08,-5.9,1.49,129.94
9/21/2005,14,143.01,-3.18,1.56,129.83
9/21/2005,15,138.56,-6.66,1.51,129.8
9/21/2005,16,139.66,-6.64,1.52,135.15
9/21/2005,17,140.01,-5.57,1.51,117.5
9/21/2005,18,136.13,-4.77,1.54,101.84
9/21/2005,19,140.32,-4.88,1.61,126.39
9/21/2005,20,131.32,-5.4,1.47,108.35
9/21/2005,21,118.8,-3.81,1.3,105.9
9/21/2005,22,109.07,-5.63,1.19,93.8
9/21/2005,23,102.05,-6.3,1.13,78.08
9/22/2005,0,103.24,-8.87,1.07,92.6
9/22/2005,1,96.65,-3.65,1.01,98.54
9/22/2005,2,85.19,0,0.9,94.14
9/22/2005,3,82.18,0,0.87,94.35
9/22/2005,4,85.17,0,0.92,90.74
9/22/2005,5,99.01,-3.73,1.06,51.99
9/22/2005,6,106.73,-6.44,1.15,121.06
9/22/2005,7,119.2,-7.73,1.33,113.86
9/22/2005,8,123.62,-6.45,1.34,112.55
9/22/2005,9,126.94,-7.05,1.37,129.06
9/22/2005,10,136.76,-3.83,1.47,168.35
9/22/2005,11,139.36,-3.57,1.48,212.58
9/22/2005,12,141.76,-5.46,1.49,148.02
9/22/2005,13,143.52,-3.81,1.5,135.36
9/22/2005,14,144.59,-4.64,1.49,133.85
9/22/2005,15,145,-5.23,1.51,134.29
9/22/2005,16,144.66,3.53,1.59,137.24
9/22/2005,17,143.28,2.16,1.59,131.2
9/22/2005,18,142.75,3.13,1.66,123.14
9/22/2005,19,143.17,-5.21,1.67,136.72
9/22/2005,20,138.95,-3.01,1.62,138
9/22/2005,21,122.3,-6.24,1.39,118.23
9/22/2005,22,113.36,-6.64,1.29,117.77
9/22/2005,23,113.84,-5.8,1.26,123.45
9/23/2005,0,103.57,-3.73,1.07,104.38
9/23/2005,1,98.18,0,1.03,96.8
9/23/2005,2,96.19,0,1.02,105.01
9/23/2005,3,94.8,0.51,1.01,111.27
9/23/2005,4,96.18,0,1.03,117.08
9/23/2005,5,99.74,0,1.06,97.52
9/23/2005,6,109.76,-4.96,1.16,116.39
9/23/2005,7,123.11,-5.25,1.28,130.05
9/23/2005,8,128.04,-6.1,1.35,142.3
9/23/2005,9,132.82,-6.49,1.38,158.44
9/23/2005,10,142.99,-7.83,1.48,142.05
9/23/2005,11,147.98,-10.27,1.51,162.79
9/23/2005,12,149.79,-8.96,1.52,171.21
9/23/2005,13,153.93,-10.29,1.54,158.14
9/23/2005,14,153.75,-9.02,1.54,132.15
9/23/2005,15,155.26,-10.54,1.55,122.23
9/23/2005,16,153.28,-7.7,1.53,115.9
9/23/2005,17,143.78,-7.35,1.45,110.41
9/23/2005,18,136.99,-6.1,1.39,107.54
9/23/2005,19,138.3,-5.28,1.42,111.75
9/23/2005,20,129.48,2.49,1.34,105.74
9/23/2005,21,116.52,2.4,1.17,102.87
9/23/2005,22,104.69,0.64,1.04,64.07
9/23/2005,23,103.23,1.42,1.04,64.98
9/24/2005,0,98.62,0,1,84.59
9/24/2005,1,94.24,0,0.97,106.34
9/24/2005,2,90.69,0,0.95,94.7
9/24/2005,3,90.69,0,0.95,97.21
9/24/2005,4,87.07,0,0.91,76.95
9/24/2005,5,90.7,0,0.94,52.92
9/24/2005,6,78.03,0,0.82,27.26
9/24/2005,7,93.13,0,0.98,25.91
9/24/2005,8,100.41,0,1.04,83.14
9/24/2005,9,110.92,0,1.15,120.41
9/24/2005,10,118.32,0,1.21,104.8
9/24/2005,11,121.69,0,1.23,96.88
9/24/2005,12,116.08,0,1.17,102.62
9/24/2005,13,112.37,0,1.13,93.81
9/24/2005,14,110.66,0,1.11,86.41
9/24/2005,15,110.42,0,1.11,89.03
9/24/2005,16,112.49,0,1.14,96.12
9/24/2005,17,114.05,0,1.18,94.2
9/24/2005,18,117.29,0,1.27,93.39
9/24/2005,19,127.94,0,1.39,102.53
9/24/2005,20,118.71,0,1.29,84.59
9/24/2005,21,109.14,0,1.16,86.48
9/24/2005,22,96.24,0,0.98,27.85
9/24/2005,23,100.24,0,1.05,65.64
9/25/2005,0,80.84,0,0.76,83.74
9/25/2005,1,76.13,0,0.7,76.44
9/25/2005,2,72.74,0,0.68,36.28
9/25/2005,3,70.11,0,0.66,28.13
9/25/2005,4,64.07,0,0.59,79.6
9/25/2005,5,60.51,0,0.57,32.14
9/25/2005,6,28.53,0,0.27,27.69
9/25/2005,7,63.84,0,0.61,27.17
9/25/2005,8,78.93,0,0.76,72.92
9/25/2005,9,91.74,0,0.88,94.84
9/25/2005,10,98.56,0,0.93,97.61
9/25/2005,11,119.36,0,1.11,99.34
9/25/2005,12,108.95,0,1.01,98.35
9/25/2005,13,109,0,1,104.88
9/25/2005,14,103.53,0,0.94,92.36
9/25/2005,15,104.72,0,0.95,92.15
9/25/2005,16,112.52,0,1.04,97.25
9/25/2005,17,121.05,0,1.15,105.85
9/25/2005,18,121.77,0,1.19,122.21
9/25/2005,19,134.18,-2.24,1.31,133.94
9/25/2005,20,134.79,-2.02,1.3,127.33
9/25/2005,21,107.22,0,0.98,101.22
9/25/2005,22,88.1,0,0.8,49.67
9/25/2005,23,83.62,0,0.77,72.4
9/26/2005,0,78.52,0,0.73,28.1
9/26/2005,1,71.22,0,0.66,55.51
9/26/2005,2,72.65,0,0.67,88.93
9/26/2005,3,74.64,0,0.7,83.39
9/26/2005,4,75.63,0,0.69,71.27
9/26/2005,5,85.69,0,0.8,37.58
9/26/2005,6,100.54,0,0.94,119.67
9/26/2005,7,107.33,-0.51,1.02,137.05
9/26/2005,8,111.13,-0.57,1.05,134.64
9/26/2005,9,119.23,-0.4,1.13,123.28
9/26/2005,10,122.36,-0.67,1.14,119.2
9/26/2005,11,125.77,-0.56,1.17,121.14
9/26/2005,12,127.69,-0.52,1.19,115.47
9/26/2005,13,126.01,-0.68,1.15,109.82
9/26/2005,14,125.64,-0.41,1.11,110.22
9/26/2005,15,125.36,-0.62,1.1,110.25
9/26/2005,16,126.29,-0.93,1.13,114.28
9/26/2005,17,131.47,-1.94,1.18,124.01
9/26/2005,18,129.11,-1.88,1.17,133.26
9/26/2005,19,133.48,-1.06,1.28,128.27
9/26/2005,20,122.23,-2.25,1.13,112.21
9/26/2005,21,108.94,-0.02,0.98,108.2
9/26/2005,22,103.64,0,0.93,114.95
9/26/2005,23,99.62,-1.5,0.89,107.43
9/27/2005,0,73.1,-2.5,0.62,75.02
9/27/2005,1,71.77,-2.59,0.62,68.69
9/27/2005,2,50.45,-2.03,0.44,73.92
9/27/2005,3,49.53,-1.12,0.43,83.93
9/27/2005,4,50.55,-2.12,0.43,90.5
9/27/2005,5,74.38,-2.62,0.63,120.62
9/27/2005,6,104.25,-2.04,0.89,120.26
9/27/2005,7,99.96,-4.6,0.88,103.83
9/27/2005,8,100.7,-7.16,0.88,109.47
9/27/2005,9,110.73,-7.51,0.96,123.77
9/27/2005,10,111.91,-8.93,0.95,121.2
9/27/2005,11,113.67,-8.99,0.97,101.46
9/27/2005,12,110.84,-9.91,0.94,98.85
9/27/2005,13,111.32,-9.8,0.93,102.56
9/27/2005,14,109.98,-9.71,0.92,98.14
9/27/2005,15,111.73,-9.36,0.92,97.01
9/27/2005,16,111.95,-9.52,0.95,94.98
9/27/2005,17,118.85,-5.46,1.02,100.21
9/27/2005,18,115.69,-7.11,1.03,97.11
9/27/2005,19,126.03,-5.32,1.13,108.85
9/27/2005,20,111.76,-8.52,1,102.62
9/27/2005,21,98.46,-5.76,0.85,83.41
9/27/2005,22,94.2,-0.65,0.82,27.3
9/27/2005,23,77.42,-2.4,0.66,28.09
9/28/2005,0,78.15,-0.29,0.71,52.95
9/28/2005,1,75.8,-0.28,0.69,38.62
9/28/2005,2,73.87,-0.35,0.66,24.37
9/28/2005,3,75.11,-0.32,0.67,28.25
9/28/2005,4,73.87,-0.35,0.66,28.78
9/28/2005,5,78.7,-0.37,0.75,41.8
9/28/2005,6,107.88,-0.11,1,114.25
9/28/2005,7,113.35,-0.05,1.04,137.83
9/28/2005,8,116.23,-0.16,1.08,112.05
9/28/2005,9,121.58,-2.27,1.13,119.98
9/28/2005,10,123.44,-5.15,1.13,136.16
9/28/2005,11,124.29,-5.37,1.12,135.06
9/28/2005,12,125.24,-5.41,1.08,138.24
9/28/2005,13,127.79,-5.2,1.1,150.24
9/28/2005,14,126.85,-5.29,1.1,123.76
9/28/2005,15,127.13,-4.77,1.1,116.61
9/28/2005,16,124.53,-5.52,1.08,114.02
9/28/2005,17,128.3,-4.73,1.13,109.42
9/28/2005,18,124.78,-4.91,1.13,115.4
9/28/2005,19,128.33,-4.55,1.2,141.43
9/28/2005,20,125.69,-3.88,1.15,119.55
9/28/2005,21,112.16,-2,0.99,107.16
9/28/2005,22,102.35,0,0.9,61.89
9/28/2005,23,90.68,-0.23,0.79,49.74
9/29/2005,0,73.83,-0.15,0.64,37.42
9/29/2005,1,67.47,-0.17,0.58,28.19
9/29/2005,2,55.58,-0.25,0.47,28.38
9/29/2005,3,55.58,-0.26,0.48,46.38
9/29/2005,4,56.11,-0.07,0.48,58.88
9/29/2005,5,80.73,0,0.71,29.61
9/29/2005,6,103.37,-0.09,0.91,94.6
9/29/2005,7,113.34,-0.08,1.03,148.39
9/29/2005,8,116.23,-0.93,1.08,164.88
9/29/2005,9,119.39,-2.55,1.1,127.07
9/29/2005,10,121.35,-3.26,1.1,130.02
9/29/2005,11,120.76,-3.79,1.03,171.01
9/29/2005,12,120.82,-3.76,1.04,130.67
9/29/2005,13,121.35,-3.73,1.04,200.99
9/29/2005,14,120.57,-3.7,1.04,183.27
9/29/2005,15,119.04,-2.09,1.03,116.35
9/29/2005,16,120.44,-3.59,1.05,110.89
9/29/2005,17,120.45,-3.59,1.04,110.37
9/29/2005,18,120.07,-3.24,1.06,96.21
9/29/2005,19,122.6,-2.6,1.09,111.53
9/29/2005,20,118.14,-1.81,1.05,105.98
9/29/2005,21,104.47,-0.1,0.92,111.71
9/29/2005,22,94.38,0,0.82,99.87
9/29/2005,23,84.33,0,0.73,113.23
9/30/2005,0,76.81,0,0.65,95.08
9/30/2005,1,73.53,0,0.59,115.04
9/30/2005,2,70.45,0,0.58,99.99
9/30/2005,3,70.06,0,0.57,53.25
9/30/2005,4,70.45,0,0.58,70.06
9/30/2005,5,87.91,0,0.73,71.08
9/30/2005,6,116.97,0,1.05,126.01
9/30/2005,7,127.12,-0.01,1.19,112.22
9/30/2005,8,129.8,0,1.2,119.05
9/30/2005,9,131.3,0,1.23,123.05
9/30/2005,10,130.61,-0.54,1.2,112.5
9/30/2005,11,130.25,-1.44,1.18,109.64
9/30/2005,12,125.74,1.21,1.15,110.03
9/30/2005,13,121.71,0.8,1.05,110.42
9/30/2005,14,119.67,0.57,1.02,108.44
9/30/2005,15,119.46,0.52,1.03,107.74
9/30/2005,16,118.87,0.43,1.02,107.97
9/30/2005,17,117.58,0.17,1.03,104.65
9/30/2005,18,117.96,0.17,1.06,111.01
9/30/2005,19,123.38,-0.12,1.12,116.23
9/30/2005,20,116.71,-0.01,1.05,110.1
9/30/2005,21,104.99,0,0.91,110.48
9/30/2005,22,99.56,0,0.85,109.31
9/30/2005,23,101.02,0,0.86,109.31
10/1/2005,0,99.98,0,0.92,126.73
10/1/2005,1,83.56,0,0.77,126.73
10/1/2005,2,80.45,0,0.7,129.08
10/1/2005,3,76.32,0,0.67,99.32
10/1/2005,4,77.06,0,0.68,91.03
10/1/2005,5,78.17,0,0.68,131.33
10/1/2005,6,90.23,0,0.83,94.42
10/1/2005,7,104.21,0,0.91,97.22
10/1/2005,8,118.88,0,1.06,119.38
10/1/2005,9,118.89,0,1.06,111.81
10/1/2005,10,122.08,-0.48,1.08,109.44
10/1/2005,11,121.88,0,1.06,111.92
10/1/2005,12,118.9,0,1.04,124.2
10/1/2005,13,118.91,0,1.03,112.15
10/1/2005,14,118.92,0,1.02,109.3
10/1/2005,15,118.92,0,1.02,104.05
10/1/2005,16,118.89,0,1.05,114.72
10/1/2005,17,118.86,0,1.08,129.33
10/1/2005,18,120.55,0,1.13,154.87
10/1/2005,19,140.3,0,1.34,163.22
10/1/2005,20,128.18,0,1.2,133.57
10/1/2005,21,113.12,0,1,150.67
10/1/2005,22,108.35,0,0.95,104.21
10/1/2005,23,107.12,0,0.98,115.44
10/2/2005,0,87.17,0,1.07,149.69
10/2/2005,1,82.4,0,1.02,126.09
10/2/2005,2,74.78,0,0.92,115.68
10/2/2005,3,73.81,0,0.9,109.38
10/2/2005,4,61.12,0,0.75,112.42
10/2/2005,5,68.44,0,0.84,126.01
10/2/2005,6,81.35,0,1.02,83.69
10/2/2005,7,85.27,0,0.94,73.98
10/2/2005,8,101.86,0,1.15,119.32
10/2/2005,9,113.59,0,1.27,135.09
10/2/2005,10,118,0,1.31,112.75
10/2/2005,11,118.73,0,1.31,124.53
10/2/2005,12,118.74,0,1.3,127.9
10/2/2005,13,118.75,0,1.29,126.55
10/2/2005,14,118.75,0,1.29,115.7
10/2/2005,15,118.75,0,1.29,120.19
10/2/2005,16,125.72,0,1.39,153.24
10/2/2005,17,118.89,0,1.34,142.04
10/2/2005,18,124.49,0,1.42,212.43
10/2/2005,19,141.98,0,1.63,264.42
10/2/2005,20,130.31,0,1.49,190.21
10/2/2005,21,118.75,0,1.29,112.94
10/2/2005,22,102.18,0,1.07,117.36
10/2/2005,23,112.37,0,1.33,122.96
10/3/2005,0,101.59,0,0.91,122.36
10/3/2005,1,95.53,0,0.85,114.74
10/3/2005,2,92.51,0,0.83,105.52
10/3/2005,3,92.5,0,0.84,99.61
10/3/2005,4,95.52,0,0.86,72.59
10/3/2005,5,103.76,0,0.95,94.79
10/3/2005,6,109.55,0,0.98,146.31
10/3/2005,7,119.53,1.65,1.03,140.42
10/3/2005,8,123.28,1.63,1.07,125.12
10/3/2005,9,127.22,-0.44,1.08,121.91
10/3/2005,10,132.62,-0.55,1.11,147.35
10/3/2005,11,135.93,-0.69,1.13,175.15
10/3/2005,12,141.92,-0.66,1.16,174.67
10/3/2005,13,142.12,-0.81,1.11,139.45
10/3/2005,14,140.27,-1.01,1.1,128.97
10/3/2005,15,140.6,-0.95,1.12,122.33
10/3/2005,16,142.03,-0.75,1.14,124.55
10/3/2005,17,137.08,-1.15,1.11,118.72
10/3/2005,18,134.55,-1.3,1.13,161.89
10/3/2005,19,147.74,0.2,1.27,154.08
10/3/2005,20,137.32,-0.41,1.17,126.45
10/3/2005,21,120.14,-1.92,0.97,109.31
10/3/2005,22,112.97,0,0.9,102.64
10/3/2005,23,102.64,0,0.88,61.41
10/4/2005,0,96.52,-0.01,0.91,69.82
10/4/2005,1,93.5,0,0.87,100.08
10/4/2005,2,80.46,-0.02,0.74,90.44
10/4/2005,3,78.59,-0.02,0.73,54.05
10/4/2005,4,85.58,0,0.81,94.18
10/4/2005,5,97.5,0,0.93,89.89
10/4/2005,6,109.69,-0.01,1.07,106.12
10/4/2005,7,127.83,0,1.13,113.62
10/4/2005,8,127.69,3.05,1.12,116.36
10/4/2005,9,133.66,-8.33,1.18,113.31
10/4/2005,10,142.23,-11.81,1.23,114.68
10/4/2005,11,140.63,-9.13,1.21,111.53
10/4/2005,12,147.38,-9.42,1.26,117.33
10/4/2005,13,155.28,-20.76,1.26,131.56
10/4/2005,14,151.52,-18.3,1.23,119.01
10/4/2005,15,150.37,-17.4,1.24,120.33
10/4/2005,16,149.7,-16.44,1.26,116.11
10/4/2005,17,139.02,-8.17,1.19,110.18
10/4/2005,18,138.09,-9.31,1.21,121.93
10/4/2005,19,157.33,-13.26,1.42,134.15
10/4/2005,20,143.11,-12.72,1.27,111.27
10/4/2005,21,127.18,-2.57,1.07,104.48
10/4/2005,22,104.7,-0.25,0.87,56.05
10/4/2005,23,105.95,0,0.99,80.43
10/5/2005,0,95.72,0,0.9,110.06
10/5/2005,1,94.09,0,0.88,107.47
10/5/2005,2,89.64,0,0.85,105.99
10/5/2005,3,90.24,0,0.86,95.17
10/5/2005,4,89.22,0,0.85,80.08
10/5/2005,5,97.46,0,0.93,60.96
10/5/2005,6,109.8,-0.52,1.09,134.34
10/5/2005,7,120.89,-2.08,1.26,115.56
10/5/2005,8,125.96,-3.33,1.31,119.05
10/5/2005,9,130.18,-3.38,1.34,116.85
10/5/2005,10,136.28,-5.6,1.37,121.03
10/5/2005,11,139.16,-5.52,1.39,132.39
10/5/2005,12,144.19,-8.75,1.43,140.98
10/5/2005,13,148.11,-13.65,1.41,134.92
10/5/2005,14,144.42,-6.75,1.38,135.31
10/5/2005,15,145.66,-6.65,1.42,142.65
10/5/2005,16,145.55,-7.63,1.42,128.25
10/5/2005,17,142.19,-10.03,1.41,127.76
10/5/2005,18,143.99,-6.42,1.47,154.27
10/5/2005,19,156.45,-5.92,1.64,150.7
10/5/2005,20,142.23,-5.63,1.49,135.66
10/5/2005,21,125.41,-4.16,1.25,123.73
10/5/2005,22,112,0,1.12,106.54
10/5/2005,23,110.93,0,1.04,104.06
10/6/2005,0,110.45,0,1.05,109.04
10/6/2005,1,97.37,0,0.92,108.65
10/6/2005,2,92.36,0,0.87,103.3
10/6/2005,3,85.68,0,0.79,113.44
10/6/2005,4,92.36,0,0.87,113.3
10/6/2005,5,95.31,0,0.91,118.49
10/6/2005,6,124.03,0,1.22,175.12
10/6/2005,7,123.97,-0.24,1.27,179.01
10/6/2005,8,127.82,-1.28,1.29,134.77
10/6/2005,9,134.98,-2.35,1.37,191.63
10/6/2005,10,137.55,-3.66,1.36,208.61
10/6/2005,11,139.71,-3.8,1.38,214.46
10/6/2005,12,141.72,-0.99,1.39,193.38
10/6/2005,13,144.59,-4,1.41,157.68
10/6/2005,14,143.73,-3.83,1.38,133.07
10/6/2005,15,144.62,-1.04,1.41,136.68
10/6/2005,16,145.79,-3.2,1.45,141
10/6/2005,17,140.28,-4.07,1.43,132.8
10/6/2005,18,144.64,-3.74,1.5,166.97
10/6/2005,19,159.17,1.08,1.68,143.14
10/6/2005,20,144.45,-3.57,1.52,138.77
10/6/2005,21,129.74,0.39,1.32,128.99
10/6/2005,22,119.89,1.88,1.23,116.64
10/6/2005,23,112,0.67,1.08,118.24
10/7/2005,0,109.28,0,1,110.43
10/7/2005,1,102.47,0,0.94,106.2
10/7/2005,2,100.24,0,0.94,104.94
10/7/2005,3,95.94,0,0.9,109.14
10/7/2005,4,99.65,0,0.94,104.52
10/7/2005,5,107.39,0,1.01,115.03
10/7/2005,6,128.16,0,1.24,183.58
10/7/2005,7,123.37,0,1.26,178.71
10/7/2005,8,129.51,0,1.32,175.73
10/7/2005,9,132.78,0,1.34,187.64
10/7/2005,10,135.02,1.82,1.34,184.93
10/7/2005,11,138.46,1.8,1.38,172.2
10/7/2005,12,138.39,2.19,1.37,188.69
10/7/2005,13,140.22,0,1.38,167.39
10/7/2005,14,143.21,0,1.41,145.67
10/7/2005,15,143.01,0.73,1.42,137.63
10/7/2005,16,137.71,0,1.39,133.65
10/7/2005,17,132.87,0,1.36,134.49
10/7/2005,18,130.73,0,1.36,174.59
10/7/2005,19,138.14,0,1.43,148.85
10/7/2005,20,128.45,0,1.33,143.22
10/7/2005,21,123.98,-5.31,1.26,128.75
10/7/2005,22,116.93,0,1.21,136.57
10/7/2005,23,103.84,0,0.98,132.18
10/8/2005,0,103.28,0,0.68,126.09
10/8/2005,1,97.48,0,0.66,121.17
10/8/2005,2,91.84,0,0.7,119.17
10/8/2005,3,91.7,0,0.65,123.02
10/8/2005,4,91.89,0,0.65,106.56
10/8/2005,5,90.58,0,0.64,118.04
10/8/2005,6,94.99,0,0.65,136.45
10/8/2005,7,103.4,-0.25,0.85,123.27
10/8/2005,8,118.36,-0.06,0.98,150.8
10/8/2005,9,134.92,-8.57,1.09,197.25
10/8/2005,10,137.63,-9.52,1.1,176.68
10/8/2005,11,135.72,-7.87,1.08,184.54
10/8/2005,12,133.73,-8.97,1.07,162.12
10/8/2005,13,133.57,-9.07,1.06,139.13
10/8/2005,14,131.38,-9.05,1.05,126.44
10/8/2005,15,129.2,-10.05,1.05,116.19
10/8/2005,16,129.48,-9.72,1.06,125.67
10/8/2005,17,130.2,-10.21,1.06,126.53
10/8/2005,18,137.35,-10.17,1.14,133.18
10/8/2005,19,145.25,-12.64,1.19,129.73
10/8/2005,20,138.02,-7.94,1.14,108.62
10/8/2005,21,120.54,3.49,0.97,116.65
10/8/2005,22,102.96,1.2,0.84,101.95
10/8/2005,23,100.68,0,0.68,100.78
10/9/2005,0,98.94,0,0.76,108.4
10/9/2005,1,91.98,0,0.73,103.99
10/9/2005,2,84.32,0,0.68,68.21
10/9/2005,3,79.35,0,0.65,28.68
10/9/2005,4,83.22,0,0.69,78.06
10/9/2005,5,84.32,0,0.68,96.76
